beer_id,username,date,text,look,smell,taste,feel,overall,score
123949,2Cents,2014-07-31,  ,,,,,,3.25
123949,Miami66,2014-07-27,  ,,,,,,3
125646,Furley80,2017-04-14,  ,5,5,5,5,5,5
125646,TychoNDC,2017-04-13,  ,4.5,4.5,4.5,4.5,4.5,4.5
47604,Augustiner719,2010-07-17,"   Poured from a 22oz bomber into a tulip glass. Got this as an extra, cant remember who but thank you very much if you read this. Pours a beautiful red brown color with hop haze and a massive, massive head. almost thought it was infected at how much head there was and the retention lasts forever. Smells bready with just a slight spicy note from the rye. has a touch of lemony hops as well. Tastes a touch sweet, but has a good hop bite to it. sorta has that hombrewed sweetness to it. Love the light body with caramel malts. I would have thought it was an amber ale to be honest with some hops added. Nothing crazy for the style but the key here is that its balanced well. Mouthfeel is decent with that medium carbonation retaining in the actual liquid after the massive head recedes. This is a very drinkable beer, just nothing to go running for. not sure of the price but if its a qpr then maybe its worth a shot to seek out. nice job though.  ",4,3.5,3.5,3,3.5,3.48
47604,SpdKilz,2010-04-25,"   Appearance - Pours into my SA Perfect Pint with a dark amber hue. Over two fingers of tan, fluffy head is achieved with a moderate pour. The head is slowly dissipating, leaving decent lacing on the sides of the glass. Smell - Slight hops, floral, citrus [i.e. grapefruit], and sweet maltiness. Honestly, it also smells quite literally just like marijuana (after a few big intakes of the nose, one can most definitely smell the ""dankness"" to this drink). Taste - Flavor smells similar to the nose but overall muted. It is a bit sweeter than most other IPAs but not in a way that detracts from the overall drink. Not much rye can be found after numerous sips. There is plenty of grapefruit, sweet malts, and pine. Not horrible by any means but just nothing that really jumps out at you. Mouthfeel - Medium bodied, decent carbonation. Drinkability - Pretty quaffable. This is by no means a bad IPA, however, as someone else stated previously, for the price there is no reason to buy it. For the same price I could have opted to get a Blind Pig which was right next to this (but I wanted to try something new). Again, I'm glad I tried it but with so many other great West Coast D/IPA's out there, I won't be getting this again.  ",4,3.5,3.5,4,4.5,3.78
47604,RoyalT,2010-04-03,"   Appearance - This is a thick, murky light brown in color with a faint orangish tint and a brown-white head that was almost as thick as the beer itself. Smell - There's a lot going on in here. The hops jump out first. They are mainly citrus in character but with a very bitter slant. They are incredibly creamy on the nose if that's possible and there's a sharpness to them that you don't often find. The malt base is rank in a very good way. The rye comes out husky and quite tight to the smell. Beneath it all is a rich sweetness that again smells very tight. All of this malty goodness play especially well with the hops. Taste - The hops and malts play nice at the taste, too. The hops lose some of their sharpness that I got from the nose but are still large. The malts are just wonderful though and especially that sweet character came threw beautifully at the taste. It is all just the right mix of citrus hops, malts, light non-grainy rye, and sugar. Mouthfeel - This is huge in the mouth. I wouldn't call it full-bodied but definitely medium on the big side. The carbonation is light and appropriate. There is some light bitterness throughout but this is not a bone-crushing bitter drink like some IPAs. Drinkability - With a modest 6.2% ABV this is definitely a session ale. It is very smooth yet big and chewy and has enough complexity to keep things entertaining. I definitely enjoyed this better than most as it is only averaging an overall score of 3.5 or so and I thought it was way above that grade. Big, heavy, and harmonious.  ",4,4.5,4.5,4.5,4.5,4.47
47604,chickencoop,2010-03-18,"   Picked this up at Whole Foods/ i left my wallet in El Segundo, pretty solid beer selection with a nice emphasis on locals. The pour on this was a big hazy orange, almost Widmer Heffe like, which is strange since some of the previous reviews had it translucent and almost clear. I liked to citrusy smell, which balances with the malty taste, almost to a creamy feel. This was quite drinkable, my only concern is that these guys are inconsistant with what hit's the market and how each bottle or batch is different. I got a good one, i'll be back. Just an update, I can't stop buying this stuff.  ",4,4,4,4.5,4.5,4.15
47604,shivtim,2010-02-15,"   Thanks for the bottle, Konrad! I like the color scheme on the bottle; it fits the name. Poured it out into a pint glass. It's surprisingly translucent, with not the tiniest hint of haze. Small streams of bubbles. Looks like tea water; a simple golden yellow with slight red tinges, and a tiny ring of white head on top. Nose has a sharp sweet fruit smell, like apple and pear. This layer is almost like a cider. Some hops come through as well, but it's dominated by the sugary fruit. Taste is sweet malty flavors, vaguely pineapple. Lingering hops come in at the end to remind that it's an IPA, but they are very gentle. I can't pick up on the rye. Very gentle mustiness. Mouthfeel and drinkability are both average. Overall not bad, just doesn't seem to fit the rye or IPA categories.  ",3,3.5,3,3,3,3.12
47604,coldmeat23,2010-02-09,"   GLASS: Sam Adams Perfect Pint Glass TEMP: Cellared @ approx 55 degrees Thanks to RodBurg for the Bootlegger's Brewery hook-up! This is a lightly hazy, golden brown colored liquid, with a slight orange cast to it. A one-finger, off-white colored, head of foam sits on top. Retention is fairly good, but is gone before the glass hits the halfway point. Lacing is good in appearance, but is very slippery. Lots of citrus hops notes, blended with a boatload of caramel presence. Almost has a butterscotch(?!) quality to it. Light spice notes and a biscuity yeast presence. The sweetness of butterscotch/caramel hits first and lingers for awhile. Just when you think that nothing is going to happen, in comes a good kiss of citrus hops, bringing a touch of bitterness with it. The yeast is still present, but it's somewhat buried. There is a nice hint of rye spice coming through, but not nearly as much as I had anticipated/expected. The body is medium at best, but I'd probably put it in the high end of light bodied. The carbonation is medium level. It has a crisp sharpness to it. The body is a letdown, to me. It's quite drinkable, but it's really just kind of a lackluster beer. I hate saying that, because I really hoped to like it. If I want something completely inoffensive that I don't have to think about the multiple layers of, this would be on the list, sadly.  ",3.5,3,3.5,3,3.5,3.33
47604,snpub540,2010-01-29,"   Poured a clear light copper hue with an eggshell colored head. Left little lacing on the glass during the drink however. Smell was a faint floral hoppiness with some sweet malty notes as well. Not much going on there. Taste was a balanced between the malts and the hops. Upfront some caramel malt and a slight rye spice flavor. Hops were crisp and refreshing in the finish. Floral hops were the majority, with a slight grassiness. Mouthfeel was medium bodied and made for a refreshing thirst quencher. Drinkability was good because of the balance. Not too much hop bite, but not to much malt sweetness. Alcohol flavor is subdued, and this probably could be a session beer.  ",3.5,3,3.5,4,4,3.53
191226,manfromanotherplace,2016-06-19,  ,3,3.5,3.5,3.5,3.5,3.47
125646,DDrugg,2017-04-08,  ,5,4.75,4.75,5,4.75,4.79
47604,dardan,2010-01-22,"   Perfectly respectable IPA, though the Rye aspect is not as pronounced as some of the competition. A: Clear golden, good foam & lacing, sediment remained in bottle, S: Hops with a little malt, appropriate for an IPA, T: Hoppy but little rye character, a good example of an IPA, M: Clean and crisp, appropriately West Coast IPA, D: Easy to drink, slight alcohol in back may slow down some. Not the greatest Rye IPA on the market, but good, clean taste, aroma, and IPA character make it well worth trying.  ",4.5,3.5,3.5,4,4,3.71
47604,womencantsail,2010-01-19,"   On-tap at Bootlegger's A: The pour is an orangish-yellow color with a nice white head on top, which sticks around for quite awhile. S: The smell is primarily citrus hops (grapefruit) with a touch of caramel but no rye notes to speak of. T: The taste is a bit better than the nose. The grapefruit hops are there along with a somewhat mild bitterness. The caramel malt provides a bit more sweetness than I'm used to in an IPA, but not bad. Again, no rye to be found. M: Medium in body with moderate carbonation. D: This IPA isn't too bad, but not necessarily one of the better west coast incarnations. The name is also a bit misleading as I really failed to detect any of the usual rye characteristics.  ",4,3,3.5,4,4,3.56
47604,augustgarage,2010-01-08,"   Poured from a 22oz bomber into my Dogfish Head shaped pint glass. ""Rustic"" suggests that the brewer lacks confidence in this beer - the dent in the bottle-cap (were these hand-capped?) further adds to the ""homebrew"" feel. Safety orange liquid with some chill haze - topped by a billowing finger of off-white foam. Excellent lacing and decent retention. Caramel, citrus, and rye flour aromas - floral and earthy but somewhat subdued. Bitterness is assertive, though the hop flavors are not particularly complex. Tangerine, grass flowers, and floral/herbal notes combine with honey or caramel malt. The rye adds a touch of sourness in the finish almost like buckwheat. Spritzy carbonation, not quite medium-bodied, and very ""zippy"" mouthfeel. A good effort which I would be happy to have again - though not in the same league as Alpine Nelson.  ",4,3.5,3.5,4,4,3.68
47604,DogFood11,2009-12-21,"   22oz brown bottle. I'm a sucker for Rye Ipa's dating back to the grand daddy of them all Bear Republics Hop rod rye. Poured into a small tulip it is an inviting dark copper color with a frothy, meaty off white head. The nuts and bolts of this brew come up short. Its lacking any depth and is kind of thin for this style. Rye stands out boldly and in this its moderate to mild. Mouthfeel is also light with some lingering some distracting sticky malt. Notes: Not for me. A great style. I'm glad more brewery's are attempting the RYE IPA but this needs some work.  ",4,2.5,2,2.5,2.5,2.39
47604,GRG1313,2009-11-26,"   Pours a clear dark orange amber with a beautiful thick and firm white head. Nose is medium sweet and floral grapefruit with a hint and undertone of ripe pineapple. Mouthfeel is rich and creamy and with a very nice body. Flavors are actually very much like a rye bread in nature-rye grain flavor with extremely well balanced malt and fruit. Finish is long and with a bitter rye grapefruit character. Very consumer friendly and food friendly with a very nice character, flavor profile and finish. Finish goes on forever and gets more and more bitter for a minute or two.  ",4,3,3.5,3.5,3.5,3.41
47604,Overlord,2009-10-10,"   Pours a golden, orange-ish yellow with a big white foam head. Smells ... where's the rye? Smells like some tropical IPA notes, just a hint, and ... maybe some grapefruit. Kind of muted. Flavor is similarly uninspiring. It's sweeter than a normal IPA, but I don't know if that's from the Rye, or what, because I detect basically no Rye. Some grapefruit, some sweet malt, but a bit grainy. Well ... it's not bad, but too expensive for what it is.  ",3.5,3,3,3.5,3,3.08
47604,mentor,2009-10-04,"   Pours a 3 finger nearly white head over a mildly cloudy copper liquid. Smells piney and tropical hop aroma with some musty rye character. Tastes juicy tropical flavors from hops with sweet malt undertones and an earthy sting/edge from the rye. Hop flavor is mostly lemon and blood orange with some pineapple and pine. Comes across a bit acidic and is accompanied by a mild alcohol sting (quite clean). Esters are minimal and hop bitter is strong and clean. The hop bitter blends with the alcohol and acidic well, but the hop flavors are too over the top. The finish falls flat with a lack of flavors. Would be nice to have a grassy hop bitterness to keep the palatte engaged. Md-light body with some dextrinous character. Strong carbonation is detracting. Decent beer.  ",3.5,3.5,3,3,3.5,3.25
47604,glid02,2009-09-04,"   On-tap at Beachwood BBQ in Seal Beach, CA. Pours a nice copper color with a one-finger off-white head. The head recedes into a thin layer on top leaving solid lacing. Smells of pale malts with good amounts of citrus hops and light hints of spicy rye. Tastes very similar to how it smells. Pale malt flavors up front with hints of rye are joined shortly by light citrus flavors. Midway through the sip the rye gains a bit of strength before fading to a mildly bitter ending. Mouthfeel is good. It has a nice thickness with moderate carbonation. Drinkability is good. I finished my glass fairly quickly and could have another. Overall this is a solid Rye IPA that I could session and enjoy it. Worth a shot.  ",4,4,4,4,4,4
47604,PizzaQueen1,2009-06-28,"   I think Bootlegger's has done a great job with making an IPA that everyone can enjoy. So many beer drinkers that are stepping out for the first time are afraid of IPA's because they are over-the-top in flavor. The color is a cloudy/light carmel hue. It pours beautifully from a tap, leaving a moderate head of foam. The carbonation is great too, making it very sippable. Love the opening citrus notes and has that IPA bitter finish, but not over-powering. Making it perfect for different types of food pairings. I have had many other IPA's, and while they were good, I did not want another glass. Bootlegger's has an IPA that you can drink more than 1 glass and it is not too much.  ",3,4,4,4,4.5,4.04
47604,magictrokini,2009-06-10,"   Pours a murky golden-brown with a total lack of head. Minimal lacing. Aroma is flat, grainy, and plain. Some floral hops, but no rye to speak of. Some sourness, more metallic than anything else. Good mouthfeel, firm but not thick or syrupy. Decent carbonation. Taste makes up in part for what is lacking. Smooth, sweet, fruity hop flavor. Tropical and blood orange hop taste, but nothing tangy or bitter. Attribute that to the overmalted backing. Very sweet for the style. As for the rye, again, it is nearly nonexistent. Compared to a similar beer, Hop Rod Rye, this is weak and rye-free. However, this beer tastes really good. I could drink this again and again, but it misses the boat stylisticly.  ",3,3,3.5,4,4,3.5
47604,hopdog,2009-05-22,"   22oz bottle acquired in trade with Hophead22 (thanks!). Poured a Medium and slightly hazy amberish-orangish color with an averaged sized off white head. Armoas of rye, grains, a little earthy, and citrus. Tastes of rye, grains, citrus, ans some caramel. Had a light tart and sour finish that I too liked.  ",3.5,3.5,4,4,4,3.85
125646,ductape28,2017-04-18,  ,5,5,4.75,4.75,4.75,4.83
83430,jrenihan,2012-07-20,"   Beer is orange/yellow in colour. No head. Cloudy. Smell is musty and funky. A bit of cheese scent. Not a very nice funk, as ""funk"" scents go. Taste is sour, with yeast and a funky flavour. Light fruit, lemon. Brett. Light bodied, low carbonation. Very tart. Overall, decent but not a great beer. Smell in particular leaves something to be desired.  ",,,,,,3.63
276550,dleiner,2017-04-23,  ,4,3.5,3.75,4.25,3.75,3.76
276550,SkiBum22,2017-04-22,  ,4.5,4.25,4.25,4.25,4.25,4.27
276550,Bieniek30,2017-04-21,  ,4.5,4.25,4.5,4.5,4.5,4.44
276550,Dizzy242,2017-04-21,  ,4,4,4,4,4,4
276550,Boccu,2017-04-21,"   Pours opaque burnt orange with one finger white head that fades slowly. Nice lacing that clings to the sides of the snifter. Aroma of tropical fruit and hops. Taste follows the nose with pineapple, mango, citra and oats. Silky mouth feel. Really tasty.  ",4.75,4.5,4.5,4.5,4.5,4.52
276550,Vivs85,2017-04-21,  ,4.5,4.5,4.5,4.5,4.5,4.5
276550,SDRedDevil,2017-04-20,"   I mean where do you start with this beer....the addition of lactose and use of Cashmere hops made me a bit skeptical up front. Pours a hazy tangerine color with a pungent tropical aroma. Basically this is a citra, nelson bomb floating on a bed of oats with a hint of lactose to give it a smooth creamy finish. Its basicallyperfect, juicy in the right spots, smooth, crushable for 8%. OH with a home run here....  ",5,5,5,5,5,5
276550,StoutSnob40,2017-04-20,  ,4.5,4.25,4.25,4.25,4.25,4.27
276550,cfalls,2017-04-19,"   L - mostly opaque, straw color, one finger head fades away S - mango, white grape, a little bread, and a faint burnt rubber kind of thing, medium overall pungency T - sweet and bitter are nicely balanced, with a lot of fruity hop flavors F - great creaminess, medium carbonation, slight burn O - I slightly preferred this over the Suparillo from the same release, which was also great  ",4.5,4,4.5,4.5,4.25,4.33
276550,vfgccp,2017-04-19,  ,4.5,4,4,3.75,4,4.01
276550,avas,2017-04-18,  ,4.5,4.5,4.5,4.5,4.5,4.5
276550,1Sundown2C,2017-04-18,  ,3.5,3.5,3.5,3.5,3.5,3.5
276550,SebastianMandeville,2017-04-17,  ,4.25,4.5,4,4.5,4.5,4.29
276550,Jbavi360,2017-04-17,   0%,4.75,3.5,4.5,4.75,4.5,4.3
276550,Jlabs,2017-04-15,  ,4.5,4.25,4.5,4.5,4.5,4.44
191226,mmorris15,2016-12-20,  ,4,3.5,3.5,3.75,3.5,3.56
191226,Kuges,2016-11-16,  ,3.75,3,3,3,3,3.05
191226,jzlyo,2016-11-09,"   Aroma is strong orange, mild sweetness and slightly perfumed fruit. The flavor is orange/citrus/slightly cola-ish, malts and mildly bland/sweet finish.  ",4,3.5,3.25,3,3.25,3.33
191226,AlaskaAg,2016-08-26,  ,3,4.5,3.75,3,3.25,3.71
191226,Cuervo_PCB,2016-08-21,  ,3,2.75,2.25,2.25,2.5,2.47
191226,PvtSnowball,2016-08-14,  ,3.25,3.75,3.5,3.25,3.5,3.52
191226,TheBigBoy,2016-08-08,  ,2.75,2.5,2.5,2.25,2.5,2.49
191226,superspak,2016-08-05,"   12 ounce bottle into pint glass, bottled on 3/24/2016. Pours hazy golden straw color with a 1-2 finger dense white head with good retention, that reduces to a small cap that lingers. Nice spotty soapy lacing clings down the glass, with a moderate amount of streaming carbonation retaining the cap. Aromas of blood orange, orange peel, coriander, pear, apple, pepper, wheat, cracker, herbal, floral, grass, and yeast earthiness. Nice and pleasant aromas with good balance of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt notes; with solid strength. Taste of blood orange, orange peel, coriander, pear, apple, pepper, wheat, cracker, herbal, floral, grass, and yeast earthiness. Light-moderate yeast spiciness and slight fruit bitter/tartness on the finish; with lingering notes of blood orange, orange peel, coriander, pepper, wheat, cracker, and herbal/yeast earthiness on the finish for a short bit. Good balance and solid robustness of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt flavors; with a nice malt/spiciness balance, and zero cloying flavors after the finish. Light-moderate dryness. Medium carbonation and light-medium body; with a very smooth, fairly crisp, and lightly creamy/grainy/sticky balanced mouthfeel that is good; a bit thin even for a witbier. Zero warming alcohol as expected of 5.1%. Overall this is a very solid fruited witbier. All around good balance and solid robustness of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt flavors; very smooth and refreshing to drink. A pleasantly enjoyable offering.  ",4,3.5,3.5,3.5,3.5,3.53
191226,HermitDan,2016-08-04,  ,2.5,3.75,3.5,2.5,2.75,3.25
191226,mooseisloose,2016-07-30,"   Popping the top on this brew I get a big waft of oranges and a little bit of breadiness. Pours to a light golden color with not much of a head. On the taste this brew is like a wit beer up front but quickly has a very pronounced orange soda like flavor in the back of the throat with a bit of bitterness to go with it. Something different, nothing spectacular, but not offensive.  ",3,3.5,3,3.25,3.25,3.2
191226,tfsimpkins,2016-07-29,   Very very floral on the nose and palate. The yeast characteristics do not mesh well with the blood orange rind flavors. Almost soapy. Maybe its the belgian wit yeast? May they can try an abbey or belgian ale yeast blend?  ,4,2,2,2,2,2.12
191226,RicketyCrix,2016-07-26,"   If you enjoy the taste of a wonderfully crafted citrus Lysol type cleaner product, then I have the beer for you! Seriously though the artificial orange taste is awful, had to pour this one down the drain,  ",1.5,1.25,1,1,1,1.09
191226,Griphon,2016-07-25,  ,3.5,3.5,3.5,3.5,3.5,3.5
191226,Gator1992,2016-07-24,  ,2.75,3,3,2.5,2.75,2.89
191226,Chris1108,2016-07-17,   Meh. In every category. I do not like wheat beer and I didnt realize it was a wheat until after I drank one and looked it up on BA. It does not say on the label. The orange is mildly present but tastes so artificial it makes me think this beer is artificially flavored. Overall Drain pour 2.2/5.  ,2.25,2,2.75,1.25,3,2.44
191226,Lousmistress,2016-07-15,"   The first sip turned my stomach from all the soapy taste. I cleansed my palate, took a small sip, spit it back into glass, and poured it down the drain. I will never buy or try that beer again, and quite possibly the same for all Shipyard products. There are too many soapy reviews!!  ",4,1,1,1,1.25,1.23
191226,djrn2,2016-07-09,   0%,3,3,3,3,3,3
191226,Chackman151,2016-06-25,  ,3.25,3.75,3.25,2.75,3.25,3.32
62936,JayS2629,2011-04-29,   Cloudy orange/amber color with a foamy white head that fades slowly and has beautiful lacing. The smell is mild for an IPA but has all the right elements. Citrus and pine with some floral hints and herbal notes. Caramel taste up front with some biscuit and a nice citrus punch at the back. A very mild and easy to drink IPA.  ,4.5,4,4,4,4,4.03
62936,Huhzubendah,2010-10-27,"   On draft at the brewpub. The beer appears very hazy and dark orange with very little head and no lacing. The aroma is of sweet, burnt malt. The flavor is devoid of hops and tastes like overly sweet burning candy. The feel is OK, but it's near impossible to get past the aroma and flavor. Avoid.  ",3,2.5,2,2.5,2,2.23
125646,Rayarsen,2017-05-09,  ,4.25,4.25,4.5,4.5,4.5,4.43
125646,DrGonzo,2017-05-08,"   Great beer. Not sure how it's currently 100 rated, but it for sure is an excellent beer. What separates this beer from other stellar offerings from Alchemist, Trillium, Other Half etc... is the resinous finish. It finishes with a strong bitter, resin taste but it quickly dissipates. Outstanding smooth mouth feel, explosion of hops and fruits in the taste and smell. Excellent beer, well worth the wait.  ",4.5,4.5,4.5,5,4.5,4.55
125646,DustinGalvin,2017-05-08,  ,5,4.5,4.75,4.5,4.75,4.68
125646,fathercharles,2017-05-08,   0%,4,4.75,4.5,5,4.5,4.58
125646,cmurphy7,2017-05-07,"   had this from a 2L growler. The look of this beer is truly amazing. almost orange in hue. the scent is also spectacular with heavy fruity notes. If that is your bag (i.e. super fruity NE IPAs) than this is the perfect beer. growler brew did go pretty flat very quickly, but this is probably not unique to Treehouse brews.  ",4.75,4.5,4.75,4.5,4.5,4.62
125646,Antg8989,2017-05-07,"   My 500th Beer! Look: Pours a golden peachy haze; white head. Tiny bit of lacing. Aroma: A blend of orange, peach, papaya and pineapple. Taste: It's complex - definitely need to have a precise palate for this one. Tropical and Stone fruits and some interesting yeast. Feel: Highly carbonated, soft and heavy. Overall: I know from tasting this beer how good it is - but I can't figure out exactly why. It's the kind of beer that makes me realize I need to get a beer tasting certification to know what's really going on.  ",4.5,4.75,4.5,4.5,4.5,4.56
125646,Jcvalocchi,2017-05-04,  ,4.75,5,5,5,5,4.99
125646,bkyun224,2017-05-04,  ,5,5,5,5,5,5
125646,BertGib11,2017-05-04,"   Pours a nice hazy medium gold with creamy head. The smell is amazing. You can taste mango, peach, pineapple and tropical fruits. So good",5,5,4.75,4.75,4.75,4.83
125646,ThirstyBostonian,2017-05-03,  ,4.75,4.75,5,5,5,4.93
125646,Tarheel219,2017-05-03,  ,5,4.5,4.5,4.5,4.5,4.53
125646,Mitch_Cumstein,2017-05-01,  ,4.75,4.75,4.75,5,4.75,4.78
125646,raenge,2017-05-01,  ,4.75,4.75,4.75,4.5,4.75,4.73
125646,NEdward,2017-04-30,  ,5,5,5,5,5,5
125646,Coltron23,2017-04-30,  ,4.75,4.75,5,4.75,4.75,4.85
125646,Gushue3,2017-04-30,  ,4.5,4.25,4.25,4.25,4.25,4.27
125646,SuperDavidC,2017-04-29,  ,5,5,5,5,5,5
125646,Ffd356,2017-04-28,   0% Probably my favorite Treehouse brew. Excellent aroma and goes down even better. One a day keeps the doctor away!,4.5,4.5,4.75,4.25,4.5,4.58
125646,eawolff99,2017-04-27,  ,4.75,4.25,4.5,4.75,4.5,4.48
125646,schneid,2017-04-26,  ,4.75,4.5,4.5,4.5,4.5,4.52
125646,BG24,2017-04-26,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,BeerGuy8315,2017-04-26,"   Poured from a can into a snifter. Canned 3/22/17. A: Pours a super hazy, pale orange in color with a one inch, frothy, paper white head with good retention. Thick, white, billowy lacing throughout. S: Aromas of grapefruit, orange, melons, and guava accompanied by earthy, floral, and piney hops. T: Starts off with notes of grapefruit and citrus followed by peach, guava, and papaya. Finishes with a light piney, resinous hop bitterness. F: Medium bodied. Smooth. Minimal carbonation. Somewhat dry. O: Overall, this is a good DIPA, but I was actually somewhat let down with all the hype. Juicy hop profile and flavor depth was somewhat lacking for me given the reputation. Still a good brew, but I prefer Julius and KJ by a mile. Also, if VH has fairly similar traits I have difficulty seeing how it holds a number one spot.  ",4.25,4.5,4.25,4.5,4.25,4.34
125646,Juggerr,2017-04-26,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,Bush33186,2017-04-25,   Great beer. Thoroughly enjoyed trading for this. Would love to have again can't wait until I come across Very Hazy.,5,5,4.5,4.5,4.5,4.65
125646,Rjbrew,2017-04-24,  ,4.75,4.75,4.75,4.75,4.75,4.75
193588,sohearn,2017-04-19,  ,,,,,,3.52
125646,Kmat10,2017-04-23,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,_Matt,2017-04-23,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,DavidR_9,2017-04-22,"   16oz can (packaged on 3/20/17) poured into belgian tulip glass. Beautiful medium gold completely hazed body with a thick finger and a half of head with great retention and lacing. This beer really comes through with the sticky delicious citrus and fruity hop aroma followed by amazing pineapple, peach, and orange juice flavors. Mouthfeel is very balanced, carbonation on point and no alcohol to be detected. Every sip of this brew was a delight and I'm so happy to have had the opportunity to try a beer that emulates my favorite juice of all (orange).  ",4.75,5,5,5,5,4.99
125646,soundaurora,2017-04-21,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,pwoody11,2017-04-21,  ,4.25,3.75,4.5,3.75,4.25,4.18
125646,Jdev10,2017-04-20,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,agilleo32,2017-04-20,  ,5,5,5,5,5,5
125646,ale_addin,2017-04-20,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,pgrenvicz,2017-04-20,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,jmg480,2017-04-20,  ,4.5,4.5,4.5,4,4.5,4.45
125646,Boccu,2017-04-20,"   Pours deep orange. Nice lacing. Aroma strong hops. Taste hops,tropical fruits,peach mango and pineapple. Mouth feel is silky. Another beast. Treehouse never disappoints.  ",4.5,4.5,4.5,4.75,4.5,4.53
125646,jonibeer,2017-04-19,   0%,4.75,4.75,4.5,4.5,4.5,4.58
125646,Stealth862,2017-04-18,   Love in a can.,4.75,4.75,5,4.75,5,4.9
83830,Jbl3246,2014-01-28,   0%,,,,,,3.75
47604,Halcyondays,2009-04-29,"   22 oz. bomber, a RyePA, A: Pours a lightly hazy amber, with a really light white head, real nice sunset colour. S: All hops, no hint of rye. Nice light citrus, smells like a regular IPA. T: The rye certainly comes in in the taste. Great spicy character adds complexity to the solid hop profile. Tangerine, orange, tropical notes from the hops are all there. Malt is treacly, almost cake batter at times. A really good mix of flavours. M: Smooth, creamy, robust, dry finish. D: A real nice surprise out of the local brewery in Fullerton, Bootlegger's. I'm going to have to try their whole lineup now with how good this was.  ",4,4,4.5,4,4.5,4.3
47604,athensbeermaster,2009-04-24,"   Starts off with a dense lt. brown head. The nose has big citrus notes with a big rye bread aroma. The head retention is good some nice lacing on the glass. The taste: Good malty toasted rye bread flavors,a dry lemon rind mixed with a hint of blood orange gives to a good mid-palate fruit. The malt backbone softens into sweet dates and spicy rye finish. Kudos for a great twist on a hoppy classic. Feels good to buy a beer that was brewed down the street from ya!!  ",3,3.5,3.5,3,3.5,3.42
47604,DoubleJ,2009-01-31,"   This is a new beer in Bootlegger's portfolio, an IPA with 10% rye. It tasted really nice during my tasting at the brewery, so I bought a growler to go. On to the beer: Big patchy/soapy head on top a color of beautiful clearish copper/bronze. Good head retention. Aroma...oh man, that smells good. Very citrusy, grapefruit. It bombards the nostrils. Cracks of dry biscuit and caramel. The taste is simply a good thing. It's quite balanaced, tasty...don't worry the hops sneak in towards the back. This is a very complex beer. At first, it has a slight tropical fruit flavor with a gummy feel and caramel flavors. Bready, strong earthy notes, and drying in the middle, probably from the rye, yet the hop flavor pokes through. This becomes a strong floral flavor towards the back. Very clean and dry in the finish. The easy-going mouthfeel helps things out here, and feels as light as a feather with just a tick of carbonation. It's good to find a slight twist on a popular style, particularly for the better. This is clocked at 85 IBU's, yet feels like half of that. Simply put, it is very tasty and easy to drink. I wonder how this will fare when its bottled soon? (2/25/11) - Had it again from a growler. More unbalanced than I remember. Still very clean and hoppy though.  ",4,4.5,4,5,4.5,4.32
47606,t0rin0,2012-08-23,  ,,,,,,3.5
47606,wattershed,2012-03-10,  ,,,,,,4.5
47606,redleg411,2012-02-16,  ,,,,,,4
47606,daant76,2012-01-05,  ,,,,,,4
47606,tjfinkle,2011-12-24,  ,,,,,,4
47606,mjaggers,2011-11-22,  ,,,,,,5
47606,Halcyondays,2011-07-07,"   On-tap at Beachwood I, A: Pours a dark brown, more than black. The colour is a problem in an Impy Stout. Soft light tan head, spotty lace. S: Firm medium dark chocolate, hint of roast and coffee. T: Muddled baker's chocolate with some brown sugar play. No real hop flavour, a bit awkward here. M: Creamy, maybe even too much so, frothy, medium-bodied. O: An average Imperial Stout for the most part, has it's problems, but a drinkable rendition of the style.  ",3,4,3,3.5,3,3.29
47606,FosterJM,2011-05-18,"   463rd review on BA Draft App- This was pleanty dark but just looked a bit watery in the glass. A small swirl gave a little bit of bubbles. Smell- A bit light for a double stout with some watered down malts and some chocolate notes. Taste- Was pretty good nice balance and some sweet with the chocolate and malts but just too light to be a double for me. Mouth- Light/Med. This was way too light on the feel and the beer was medium carbed. Drink- Its a good intro double stout for some people, I wanted to find a new big stout and was a little let down.  ",3,3.5,3.5,3,3,3.32
47606,notchucknorris,2011-03-13,   A: Completely black with a tan foam head. S: Lots of roasted malts and a bit of coffee. T: Pretty good representation of the style. Lots of roasted malts and coffee and a bit of milk chocolate sweetness before finishing on a pretty bitter coffee note.  ,4,4,4,4,3.5,3.9
